3.669011	4.444724	8.575624
5.756307	6.292354	6.837435
4.129602	4.567028	8.701452
3.194985	3.185956	7.228680
4.787019	4.765594	3.224405
3.660927	5.742846	6.936097
3.492411	3.881460	3.434765
5.110064	6.330826	6.821307
3.157647	5.365091	5.808645
4.007974	4.582774	2.852506
4.661324	6.879147	5.691995
3.056014	3.506418	5.530417
4.360979	6.972967	6.252865
3.816914	4.914520	9.526606
3.582724	3.601964	5.851458
3.556451	4.352959	3.670055
4.761815	5.693895	8.223891
4.114845	5.573722	9.140688
3.507660	4.126910	8.963287
3.792976	4.488851	3.248555
4.520153	4.989540	3.286902
3.012285	3.881659	4.690732
4.201975	7.007242	6.468895
3.980019	4.034288	3.911370
5.320325	5.590555	6.249150
4.268153	4.939781	2.804845
4.508468	3.863203	8.075237
3.581399	5.109130	3.036901
3.807754	4.881243	9.083356
5.157291	5.155739	7.793790
3.975895	4.906319	2.971172
4.967248	4.565972	4.355701
5.321767	6.486960	6.702377
2.422596	4.897959	7.847680
3.339340	5.849890	7.924050
4.210707	4.109591	8.880193
3.437220	4.108840	3.550662
4.848348	6.560019	7.168953
3.497318	5.721618	7.137009
2.619543	3.458216	5.208970
3.734268	4.850277	3.085561
3.958851	4.804078	9.078818
3.768879	4.541432	3.100414
2.856161	4.335533	4.539132
2.250893	3.766697	5.095976
4.361757	5.884217	8.770423
4.004288	4.540179	2.866642
4.583225	5.081223	8.907924
4.105608	3.597215	3.773520
4.283610	4.382508	3.844211
5.394460	5.822621	6.287203
4.395465	4.193775	7.676453
3.745202	3.979624	8.635631
3.967839	5.803898	8.563276
5.326002	5.646278	6.380995
4.246049	4.719377	8.712097
5.037206	7.014219	4.897901
3.169085	5.107918	7.954630
3.723725	6.043118	5.031356
5.090392	5.411768	5.041378
4.447212	4.196377	4.240372
3.455989	3.612307	3.390176
3.982003	5.496075	8.268375
3.223818	3.821608	8.301329
3.071838	5.907794	5.235579
5.223204	6.327380	5.633016
3.241035	4.997649	5.394851
4.611162	6.591581	7.361664
3.807420	4.959149	3.363379
4.818066	4.924526	4.416477
3.886439	5.775569	7.655621
5.603634	5.750833	5.675635
4.291735	5.543969	8.847373
2.758445	3.305173	5.358188
3.713858	6.456833	5.846475
4.980136	4.544156	7.247012
4.035469	4.992727	8.755279
3.875631	4.319646	3.326110
3.860941	3.211127	5.447292
4.068888	4.370314	8.265008
4.712930	6.891169	6.135487
4.417633	4.484635	3.842036
4.730958	4.697582	8.829526
4.179177	6.029962	3.756140
4.897494	6.273689	4.222377
3.131700	5.181519	8.124396
3.420983	5.733372	6.841594
4.194385	4.624486	8.973871
3.631182	4.167221	2.859598
4.035961	5.060017	9.528333
3.666124	3.289540	7.551835
3.735733	4.054942	3.365252
3.802090	5.053707	3.088356
4.473300	5.187190	8.794584
4.749093	6.777856	7.716615
4.351791	4.213439	4.588964
4.758321	6.342014	3.995624
4.635416	5.270250	3.773247
3.831655	5.497564	8.822485
3.873089	4.719767	9.023071
3.306934	4.052656	8.684253
5.263413	5.231462	7.524291
4.021867	3.684090	7.968791
2.397944	4.016383	7.328202
3.661081	4.302693	3.302074
5.006862	5.645867	8.646325
3.348256	5.377325	3.177100
4.782909	5.031477	4.880940
3.878320	5.309135	3.431059
2.821162	4.902809	4.825669
5.242297	6.243025	7.213022
3.801821	4.227643	8.621806
4.003541	5.279205	3.051408
4.407455	3.675661	4.757300
3.271189	4.709891	8.697014
4.060412	3.769452	4.952330
3.414880	4.648091	2.740422
4.215443	5.504522	9.144666
4.586213	6.016117	8.531912
3.178298	4.603818	4.229305
4.125346	4.934137	3.594984
4.033752	4.180058	7.979267
5.262274	5.729004	6.033924
3.789864	5.431679	3.620430
3.678003	5.261684	3.036736
