0.009931	0.708000	-0.040965
-0.004790	0.683000	-0.005988
0.008370	0.682000	0.007175
-0.001178	0.672000	0.038882
-0.043427	0.688000	0.016888
0.000000	0.691000	-0.019385
-0.004888	0.697000	-0.032996
-0.002479	0.707000	-0.058262
-0.016544	0.674000	0.014181
-0.020119	0.675000	0.015386
0.001245	0.710000	-0.046060
0.007322	0.696000	-0.023186
-0.030771	0.675000	0.022486
0.001183	0.675000	0.018936
0.007501	0.713000	-0.053755
-0.030157	0.688000	-0.007238
0.001178	0.672000	0.024743
0.005961	0.680000	0.009538
-0.024964	0.678000	0.011888
-0.033334	0.679000	0.017858
-0.009454	0.674000	0.014181
-0.016594	0.676000	0.010667
-0.035389	0.696000	-0.015864
-0.022387	0.672000	0.023565
-0.044247	0.701000	-0.001229
-0.009412	0.671000	0.020000
-0.011782	0.672000	0.016495
-0.024652	0.703000	-0.046839
-0.008518	0.694000	-0.031637
-0.024056	0.686000	-0.006014
0.018436	0.701000	-0.023353
-0.007290	0.693000	-0.029161
-0.004713	0.672000	0.018852
-0.002353	0.671000	0.022353
-0.036743	0.676000	0.033187
-0.009566	0.682000	-0.002392
-0.015499	0.680000	-0.000000
0.015796	0.693000	0.003645
0.008628	0.703000	-0.034513
0.002490	0.710000	-0.049795
-0.002363	0.674000	0.017726
0.007112	0.676000	0.045040
0.009510	0.678000	0.033285
-0.012063	0.688000	-0.018094
-0.028867	0.686000	-0.004811
-0.007154	0.680000	-0.000000
-0.001229	0.701000	-0.038102
-0.017674	0.672000	0.020030
-0.008677	0.707000	-0.059501
-0.017726	0.674000	0.016544
0.015796	0.693000	0.009720
-0.009398	0.670000	0.032893
0.001210	0.690000	-0.016937
0.013694	0.710000	-0.041081
-0.017779	0.676000	0.011853
0.019665	0.701000	-0.022124
0.007112	0.676000	0.030817
-0.024743	0.672000	0.038882
0.012028	0.686000	0.015636
-0.017011	0.693000	-0.030377
-0.009594	0.684000	-0.010794
0.004839	0.690000	-0.014518
-0.025516	0.693000	-0.026731
0.000000	0.714000	-0.063846
-0.035926	0.683000	0.011975
-0.026346	0.683000	0.001198
0.010699	0.678000	0.030908
-0.021335	0.676000	0.016594
0.008334	0.679000	0.011905
-0.015226	0.668000	0.037479
-0.001247	0.711000	-0.062331
-0.021776	0.690000	-0.018147
0.012379	0.706000	-0.021044
-0.015727	0.690000	-0.021776
-0.036852	0.678000	0.040418
-0.001196	0.682000	-0.000000
-0.030953	0.679000	0.014286
-0.007427	0.706000	-0.060655
-0.007059	0.671000	0.030589
-0.003529	0.671000	0.040001
0.017183	0.700000	-0.013501
-0.030377	0.693000	-0.023086
-0.031955	0.675000	0.043789
-0.040537	0.680000	0.028614
-0.039287	0.679000	0.025001
-0.040477	0.679000	0.035715
-0.033776	0.688000	-0.000000
-0.005909	0.674000	0.016544
-0.001176	0.671000	0.034118
-0.002409	0.687000	-0.015659
0.013115	0.680000	0.039345
-0.033138	0.675000	0.030771
-0.024743	0.672000	0.028278
-0.014181	0.674000	0.016544
-0.029807	0.680000	0.007154
0.018252	0.694000	0.004867
0.001178	0.672000	0.038882
0.012466	0.711000	-0.037399
0.017134	0.698000	-0.006119
-0.008395	0.684000	-0.008395
-0.028867	0.686000	-0.003608
-0.025883	0.671000	0.034118
0.019469	0.694000	0.004867
0.018410	0.700000	-0.013501
-0.026731	0.693000	-0.024301
-0.004706	0.671000	0.042354
-0.023530	0.671000	0.036471
0.004797	0.684000	0.001199
-0.018824	0.671000	0.040001
0.000000	0.694000	-0.024336
-0.032333	0.683000	0.005988
0.017183	0.700000	-0.015955
-0.036136	0.687000	0.007227
0.002420	0.690000	-0.014518
0.009917	0.707000	-0.037188
-0.007301	0.694000	-0.030420
-0.019048	0.679000	0.005953
0.008321	0.678000	0.032097
-0.012941	0.671000	0.023530
-0.021208	0.672000	0.021208
-0.004895	0.698000	-0.046505
-0.015454	0.678000	0.005944
-0.036743	0.676000	0.035558
-0.011046	0.700000	-0.047866
-0.041729	0.680000	0.026230
-0.015796	0.693000	-0.030377
-0.024743	0.672000	0.032991
-0.027059	0.671000	0.029412
-0.001178	0.672000	0.048308
-0.015727	0.690000	-0.022986
-0.021044	0.706000	-0.054466
0.017183	0.700000	-0.027001
-0.017858	0.679000	0.003572
-0.023565	0.672000	0.024743
